ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_NAME,STATE,CUSTOMER_SEGMENT,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN,SHIP_DATE,COST,PACKAGE_SIZE,PACKAGE_TYPE
44197,1/20/09,High,27,3970.33,2.0,Delivery Truck,-229.79,140.98,53.48,Cynthia Arntzen,FL,Small Business,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,65.0,1/23/09,3806.4599999999996,Jumbo,Box
44229,5/14/10,Medium,39,185.69,2.0,Regular Air,50.16,4.84,0.71,Erin Smith,FL,Home Office,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,52.0,5/14/10,188.76,Wrap,Bag
44386,4/9/12,Medium,27,129.06,10.0,Regular Air,-75.13,4.91,4.97,Chris Selesnick,FL,Home Office,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,38.0,4/11/12,132.57,Small,Box
44386,4/9/12,Medium,43,1236.64,1.0,Regular Air,518.81,28.48,1.99,Chris Selesnick,FL,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,40.0,4/11/12,1224.64,Small,Pack
44390,12/3/10,Not Specified,32,3234.1,3.0,Regular Air,2033.5,99.23,8.99,Noel Staavos,FL,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,35.0,12/5/10,3175.36,Small,Pack
44612,3/13/11,High,6,428.723,6.0,Regular Air,-147.72,85.99,1.25,Dean Braden,FL,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,39.0,3/15/11,515.9399999999999,Small,Pack
44614,6/14/10,Low,18,55.35,0.0,Express Air,-56.63,2.22,5.0,George Bell,FL,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,55.00000000000001,6/18/10,39.96,Small,Box
44614,6/14/10,Low,27,700.35,6.0,Regular Air,-123.01,26.31,5.89,George Bell,FL,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,75.0,6/23/10,710.37,Small,Box
44615,5/9/10,Medium,19,36.37,7.000000000000001,Regular Air,-10.26,1.88,1.49,Edward Becker,FL,Home Office,Office Supplies,Binders and Binder Accessories,StaplesÂ General Use 3-Ring Binders,Small Box,37.0,5/10/10,35.72,Small,Box
44864,6/17/10,Low,25,187.55,10.0,Regular Air,-171.41,7.77,9.23,Lena Creighton,FL,Corporate,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,57.99999999999999,6/24/10,194.25,Small,Box
44900,2/9/10,Medium,4,47.03,8.0,Regular Air,-12.03,11.19,5.03,Joni Sundaresam,FL,Home Office,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,37.0,2/10/10,44.76,Small,Box
44960,5/3/11,Low,16,112.91,4.0,Regular Air,-72.81,6.48,8.4,Tamara Chand,FL,Consumer,Office Supplies,Paper,Xerox 212,Small Box,37.0,5/5/11,103.68,Small,Box
44960,5/3/11,Low,22,180.92,10.0,Regular Air,-82.54,8.57,6.14,Tamara Chand,FL,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",AcmeÂ Office Executive Series Stainless Steel Trimmers,Small Pack,59.0,5/3/11,188.54000000000002,Small,Pack
44960,5/3/11,Low,17,31.68,4.0,Regular Air,-23.69,1.7,1.99,Tamara Chand,FL,Consumer,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,51.0,5/7/11,28.9,Small,Pack
44992,12/24/12,Critical,32,1673.53,0.0,Regular Air,524.73,51.98,10.17,Anthony Witt,FL,Corporate,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,37.0,12/26/12,1663.36,Medium,Box
44992,12/24/12,Critical,32,7110.24,6.0,Delivery Truck,-536.17,218.75,69.64,Anthony Witt,FL,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,72.0,12/26/12,7000.0,Jumbo,Box
45125,5/28/12,Critical,6,975.5,9.0,Delivery Truck,-252.01,160.98,35.02,Erin Smith,FL,Home Office,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,72.0,5/29/12,965.8799999999999,Jumbo,Box
45125,5/28/12,Critical,32,4834.8,0.0,Regular Air,1193.11,175.99,4.99,Erin Smith,FL,Home Office,Technology,Telephones and Communication,5165,Small Box,59.0,5/29/12,5631.68,Small,Box
45190,11/19/10,High,13,2084.96,0.0,Delivery Truck,135.26,150.98,43.71,George Ashbrook,FL,Small Business,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,55.00000000000001,11/19/10,1962.7399999999998,Jumbo,Drum
45414,2/11/09,Critical,17,1002.73,8.0,Regular Air,-563.86,60.98,49.0,George Ashbrook,FL,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,59.0,2/12/09,1036.6599999999999,Large,Box
45700,11/13/12,High,43,1704.58,2.0,Regular Air,518.48,38.06,4.5,Nat Carroll,FL,Home Office,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Small Box,56.00000000000001,11/13/12,1636.5800000000002,Small,Box
45824,12/6/09,Not Specified,44,6123.48,8.0,Regular Air,1232.79,140.81,24.49,Duane Huffman,FL,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,56.99999999999999,12/8/09,6195.64,Large,Box
45991,2/14/11,Low,1,131.27,10.0,Delivery Truck,-68.16,100.98,35.84,George Ashbrook,FL,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,62.0,2/16/11,100.98,Jumbo,Box
45991,2/14/11,Low,50,196.39,7.000000000000001,Regular Air,82.6,4.13,0.5,George Ashbrook,FL,Consumer,Office Supplies,Labels,Avery 506,Small Box,39.0,2/18/11,206.5,Small,Box
46307,2/6/11,Medium,32,643.53,5.0,Regular Air,175.97,19.98,5.77,Jonathan Howell,FL,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,38.0,2/6/11,639.36,Small,Box
46307,2/6/11,Medium,27,1217.77,1.0,Regular Air,283.14,42.76,6.22,Jonathan Howell,FL,Consumer,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,0.0,2/9/11,1154.52,Small,Box
46434,4/1/10,Critical,34,800.39,6.0,Regular Air,270.29,24.95,2.99,David Philippe,FL,Consumer,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,39.0,4/2/10,848.3,Small,Box
46466,2/21/12,Medium,7,271.27,5.0,Regular Air,71.31,37.93,13.99,Matt Hagelstein,FL,Home Office,Furniture,Office Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Wrap Bag,67.0,2/22/12,265.51,Wrap,Bag
46528,12/6/09,Medium,43,2980.15,5.0,Express Air,-865.98,70.71,37.58,Edward Nazzal,FL,Home Office,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,78.0,12/8/09,3040.5299999999997,Wrap,Bag
46528,12/6/09,Medium,23,476.04,1.0,Regular Air,57.25,18.97,9.54,Edward Nazzal,FL,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,37.0,12/9/09,436.30999999999995,Small,Box
46626,6/27/12,Low,8,825.96,1.0,Delivery Truck,-276.95,95.98,58.2,Magdelene Morse,FL,Home Office,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,57.99999999999999,7/1/12,767.84,Jumbo,Drum
46853,5/22/09,Low,22,5648.69,3.0,Regular Air,1489.8,256.99,11.25,Eudokia Martin,FL,Home Office,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Small Box,51.0,5/22/09,5653.780000000001,Small,Box
46855,3/5/10,High,32,53.34,4.0,Regular Air,-4.68,1.68,0.7,Darren Budd,FL,Corporate,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,68.0,3/6/10,53.76,Wrap,Bag
46919,6/18/09,Low,31,4483.92,7.000000000000001,Regular Air,174.61,152.48,6.5,Jesus Ocampo,FL,Small Business,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,74.0,6/20/09,4726.88,Small,Box
46977,5/7/12,Medium,10,50.42,6.0,Regular Air,7.25,4.82,1.49,Allen Golden,FL,Consumer,Office Supplies,Binders and Binder Accessories,Tuff StuffÈ Recycled Round Ring Binders,Small Box,36.0,5/9/12,48.2,Small,Box
46977,5/7/12,Medium,19,2980.372,2.0,Regular Air,494.63,175.99,8.99,Allen Golden,FL,Consumer,Technology,Telephones and Communication,2180,Small Box,56.99999999999999,5/9/12,3343.8100000000004,Small,Box
47041,4/1/12,Not Specified,35,154.0,8.0,Regular Air,-7.08,4.63,1.93,Cynthia Arntzen,FL,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith CrayolaÂ Metallic Colored Pencils, 8-Color Set",Wrap Bag,52.0,4/3/12,162.04999999999998,Wrap,Bag
47301,7/17/11,Low,6,460.71,2.0,Regular Air,-231.95,70.98,35.0,Eileen Kiefer,FL,Consumer,Office Supplies,Storage & Organization,Sensible Storage WireTech Storage Systems,Large Box,80.0,7/22/11,425.88,Large,Box
47714,3/10/11,Medium,29,2946.05,6.0,Delivery Truck,-690.21,105.49,41.64,Philip Brown,FL,Corporate,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box,75.0,3/11/11,3059.21,Jumbo,Box
48003,1/26/12,Medium,30,183.33,5.0,Regular Air,-106.54,5.98,4.38,Darren Budd,FL,Consumer,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,75.0,1/28/12,179.4,Small,Pack
48003,1/26/12,Medium,12,88.06,4.0,Regular Air,-69.05,6.48,9.68,Darren Budd,FL,Consumer,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,44.0,1/28/12,77.76,Small,Pack
48195,11/27/10,Not Specified,35,3337.5165,7.000000000000001,Regular Air,850.54,115.99,2.5,Ruben Ausman,FL,Corporate,Technology,Telephones and Communication,6162m,Small Box,56.99999999999999,11/28/10,4059.6499999999996,Small,Box
48195,11/27/10,Not Specified,35,1018.402,9.0,Regular Air,296.87,35.99,5.99,Ruben Ausman,FL,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,38.0,11/27/10,1259.65,Wrap,Bag
48195,11/27/10,Not Specified,47,2679.1235,1.0,Regular Air,47.28,65.99,19.99,Ruben Ausman,FL,Corporate,Technology,Telephones and Communication,iDENi80s,Small Box,59.0,11/28/10,3101.5299999999997,Small,Box
48357,3/28/09,Not Specified,16,2365.43,4.0,Regular Air,619.71,150.98,13.99,Eileen Kiefer,FL,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,38.0,3/28/09,2415.68,Medium,Box
48615,12/3/12,Low,4,16.91,8.0,Regular Air,0.21,4.13,0.5,George Bell,FL,Corporate,Office Supplies,Labels,Avery 506,Small Box,39.0,12/7/12,16.52,Small,Box
48615,12/3/12,Low,8,464.66,4.0,Regular Air,219.02,54.74,14.83,George Bell,FL,Corporate,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/VelcroÂ Back, 8-1/2x11, 25/Bx",Small Box,54.0,12/8/12,437.92,Small,Box
48642,2/1/10,High,4,37.73,6.0,Regular Air,-13.72,8.67,3.5,Matt Collister,FL,Home Office,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,57.99999999999999,2/3/10,34.68,Small,Box
48642,2/1/10,High,5,519.69,2.0,Express Air,-122.09,100.98,7.18,Matt Collister,FL,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,40.0,2/2/10,504.90000000000003,Small,Box
48710,11/25/09,Medium,4,29.24,1.0,Regular Air,-1.73,6.98,1.6,Cynthia Arntzen,FL,Home Office,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Wrap Bag,38.0,11/26/09,27.92,Wrap,Bag
49094,9/3/12,Critical,31,846.85,3.0,Regular Air,-25.98,27.48,4.0,Brian Stugart,FL,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,75.0,9/5/12,851.88,Small,Box
49125,3/29/09,Not Specified,29,177.41,5.0,Express Air,-116.05,5.78,7.64,Edward Becker,FL,Corporate,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,36.0,3/31/09,167.62,Small,Box
49216,3/19/09,High,28,96.71,1.0,Regular Air,-72.44,3.28,3.97,Noah Childs,FL,Home Office,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,56.00000000000001,3/19/09,91.83999999999999,Wrap,Bag
49538,3/17/10,Low,29,730.51,8.0,Regular Air,217.57,26.38,5.58,Darren Budd,FL,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,62.0,3/21/10,765.02,Jumbo,Drum
49730,1/4/09,High,3,1039.56,6.0,Delivery Truck,-394.69,350.98,30.0,Dave Hallsten,FL,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,61.0,1/5/09,1052.94,Jumbo,Drum
49924,5/25/11,Critical,48,204.15,7.000000000000001,Regular Air,-155.53,4.24,5.41,Edward Nazzal,FL,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,35.0,5/27/11,203.52,Small,Box
49924,5/25/11,Critical,13,33.11,8.0,Regular Air,-35.96,2.23,4.57,Edward Nazzal,FL,Home Office,Furniture,Office Furnishings,Eldon PizzazÈ Desk Accessories,Small Pack,41.0,5/27/11,28.99,Small,Pack
50306,5/20/11,Medium,34,2010.89,9.0,Regular Air,564.07,63.98,11.55,Anemone Ratner,FL,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind P50 Personal Binding Machine,Small Box,38.0,5/22/11,2175.3199999999997,Small,Box
50566,9/7/11,Not Specified,48,389.28,10.0,Regular Air,-37.43,8.67,3.5,Dan Lawera,FL,Corporate,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,57.99999999999999,9/9/11,416.15999999999997,Small,Box
50823,7/21/09,Low,12,1244.72,4.0,Regular Air,269.94,100.98,7.18,Nancy Lomonaco,FL,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,40.0,7/26/09,1211.76,Small,Box
50854,12/17/11,Critical,27,137.5,7.000000000000001,Regular Air,-64.24,4.98,4.95,Dan Lawera,FL,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,37.0,12/17/11,134.46,Small,Box
50854,12/17/11,Critical,12,5744.24,9.0,Delivery Truck,1118.17,500.98,28.14,Dan Lawera,FL,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,38.0,12/19/11,6011.76,Jumbo,Drum
50854,12/17/11,Critical,42,452.15,6.0,Express Air,25.79,10.98,3.37,Dan Lawera,FL,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",FiskarsÂ Softgrip Scissors,Small Pack,56.99999999999999,12/17/11,461.16,Small,Pack
51109,11/8/12,High,28,112.05,4.0,Regular Air,26.21,4.0,1.3,Theresa Coyne,FL,Home Office,Office Supplies,Paper,EcoTonesÂ Memo Sheets,Wrap Bag,37.0,11/10/12,112.0,Wrap,Bag
51395,6/9/10,Low,26,78.22,3.0,Regular Air,32.5,2.88,0.5,Lena Creighton,FL,Corporate,Office Supplies,Labels,Avery 484,Small Box,36.0,6/14/10,74.88,Small,Box
51395,6/9/10,Low,10,51.65,10.0,Regular Air,-32.13,4.98,5.49,Lena Creighton,FL,Corporate,Office Supplies,Paper,Xerox 1952,Small Box,38.0,6/13/10,49.800000000000004,Small,Box
51559,3/4/12,Low,34,823.98,9.0,Regular Air,129.81,25.98,4.08,David Philippe,FL,Consumer,Office Supplies,Pens & Art Supplies,Boston 1799 PowerhouseÈ Electric Pencil Sharpener,Small Pack,56.99999999999999,3/13/12,883.32,Small,Pack
51813,12/21/12,Not Specified,13,1390.17,7.000000000000001,Regular Air,-469.84,110.98,35.0,Lena Creighton,FL,Corporate,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B",Large Box,82.0,12/23/12,1442.74,Large,Box
51937,2/27/09,High,39,11613.13,5.0,Delivery Truck,2816.21,294.62,42.52,James Lanier,FL,Corporate,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,56.99999999999999,2/27/09,11490.18,Jumbo,Drum
52098,3/10/10,Medium,19,812.06,0.0,Regular Air,220.07,39.06,10.55,Darren Budd,FL,Corporate,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,61.0,3/10/10,742.1400000000001,Jumbo,Drum
52102,9/12/10,Medium,8,104.27,3.0,Regular Air,-23.61,11.97,5.81,Philip Brown,FL,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,60.0,9/12/10,95.76,Small,Pack
52135,3/24/10,Low,38,3922.96,4.0,Regular Air,863.57,99.99,19.99,Jeremy Ellison,FL,Small Business,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,50.0,3/26/10,3799.62,Small,Box
52162,11/1/11,Not Specified,39,261.16,7.000000000000001,Regular Air,-220.3,6.48,9.68,Darren Budd,FL,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,56.00000000000001,11/1/11,252.72000000000003,Jumbo,Box
52162,11/1/11,Not Specified,47,155.22,7.000000000000001,Regular Air,23.34,3.29,1.35,Darren Budd,FL,Home Office,Furniture,Chairs & Chairmats,Global EnterpriseÈ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,55.00000000000001,11/2/11,154.63,Jumbo,Drum
52256,11/4/10,Not Specified,23,1236.954,6.0,Regular Air,119.89,65.99,4.2,Cari MacIntyre,FL,Corporate,Technology,Telephones and Communication,5170,Small Box,59.0,11/6/10,1517.77,Small,Box
52391,12/12/09,High,36,1072.36,4.0,Regular Air,440.48,29.14,4.86,Alan Hwang,FL,Corporate,Office Supplies,Paper,"Snap-A-WayÂ Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,38.0,12/14/09,1049.04,Wrap,Bag
52391,12/12/09,High,39,857.84,2.0,Regular Air,-309.43,20.89,11.52,Alan Hwang,FL,Corporate,Office Supplies,Storage & Organization,"IrisÂ 3-Drawer Stacking Bin, Black",Small Box,83.0,12/14/09,814.71,Small,Box
52642,6/14/11,Low,9,742.84,1.0,Delivery Truck,-320.7,70.98,59.81,Magdelene Morse,FL,Home Office,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Jumbo Drum,60.0,6/18/11,638.82,Jumbo,Drum
52642,6/14/11,Low,14,2070.68,3.0,Regular Air,-281.67,152.48,4.0,Magdelene Morse,FL,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,79.0,6/21/11,2134.72,Small,Box
52642,6/14/11,Low,15,764.13,9.0,Regular Air,276.98,55.98,4.86,Magdelene Morse,FL,Home Office,Office Supplies,Paper,Xerox 1908,Small Box,36.0,6/21/11,839.6999999999999,Small,Box
52645,3/7/12,Low,11,64.34,9.0,Regular Air,-8.37,5.85,2.27,Alan Hwang,FL,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,56.00000000000001,3/12/12,64.35,Wrap,Bag
52645,3/7/12,Low,10,693.02,7.000000000000001,Regular Air,97.36,70.97,3.5,Alan Hwang,FL,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,59.0,3/16/12,709.7,Small,Box
52711,9/23/11,Not Specified,37,201.14,8.0,Regular Air,-51.25,5.81,3.37,Aimee Bixby,FL,Home Office,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,54.0,9/23/11,214.97,Wrap,Bag
52896,10/22/10,High,9,48.26,9.0,Express Air,2.76,5.18,2.04,Lena Creighton,FL,Home Office,Office Supplies,Paper,ArrayÂ Memo Cubes,Wrap Bag,36.0,10/24/10,46.62,Wrap,Bag
52896,10/22/10,High,6,1718.43,0.0,Delivery Truck,-192.49,259.71,66.67,Lena Creighton,FL,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,65.0,10/23/10,1558.2599999999998,Jumbo,Box
52999,4/25/12,Not Specified,5,43.61,4.0,Express Air,22.85,7.59,4.0,Eugene Hildebrand,FL,Home Office,Furniture,Office Furnishings,"Master Giant FootÂ Doorstop, Safety Yellow",Wrap Bag,42.0,4/27/12,37.95,Wrap,Bag
52999,4/25/12,Not Specified,39,343.05,5.0,Regular Air,98.86,9.11,2.15,Eugene Hildebrand,FL,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-OffÂ Rapid Letter, 8 1/2"" x 7""",Wrap Bag,40.0,4/27/12,355.28999999999996,Wrap,Bag
52999,4/25/12,Not Specified,7,44.63,10.0,Regular Air,-21.19,5.78,5.67,Eugene Hildebrand,FL,Home Office,Office Supplies,Paper,Xerox 1978,Small Box,36.0,4/25/12,40.46,Small,Box
53254,8/18/09,Medium,34,5442.142,0.0,Regular Air,1640.3,175.99,4.99,Noel Staavos,FL,Home Office,Technology,Telephones and Communication,5165,Small Box,59.0,8/21/09,5983.66,Small,Box
53281,4/2/09,Critical,40,14075.99,8.0,Delivery Truck,1894.14,355.98,58.92,Philip Brown,FL,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series MobuisÈ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,64.0,4/4/09,14239.2,Jumbo,Drum
53285,5/24/12,Critical,6,1042.96,4.0,Regular Air,163.8,165.98,19.99,Eudokia Martin,FL,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box,40.0,5/26/12,995.8799999999999,Small,Box
53312,7/4/09,Medium,23,8413.23,5.0,Regular Air,2464.75,363.25,19.99,Edward Nazzal,FL,Home Office,Office Supplies,Appliances,Hoover WindTunnelÈ Plus Canister Vacuum,Small Box,56.99999999999999,7/6/09,8354.75,Small,Box
53312,7/4/09,Medium,30,105.45,6.0,Regular Air,-173.36,3.34,7.49,Edward Nazzal,FL,Home Office,Office Supplies,Pens & Art Supplies,"Eldon SpacemakerÂ Box, Quick-Snap Lid, Clear",Wrap Bag,54.0,7/5/09,100.19999999999999,Wrap,Bag
53637,3/17/11,High,12,451.09,10.0,Express Air,61.27,39.98,9.83,Erin Ashbrook,FL,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,40.0,3/18/11,479.76,Small,Box
53698,6/16/12,Medium,10,55.33,0.0,Express Air,13.38,4.84,0.71,Tamara Chand,FL,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,52.0,6/17/12,48.4,Wrap,Bag
54183,4/15/12,Critical,32,2773.71,2.0,Express Air,1097.25,82.99,5.5,Mike Caudle,FL,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,44.0,4/17/12,2655.68,Small,Box
54183,4/15/12,Critical,9,113.89,2.0,Regular Air,-52.25,11.66,8.99,Mike Caudle,FL,Corporate,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,59.0,4/16/12,104.94,Small,Pack
54245,3/24/11,Medium,5,83.3,9.0,Regular Air,-114.91,20.99,2.5,Cari MacIntyre,FL,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,81.0,3/25/11,104.94999999999999,Wrap,Bag
54339,5/2/12,Low,48,3005.74,2.0,Express Air,1053.21,59.98,3.99,Alan Hwang,FL,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,56.99999999999999,5/9/12,2879.04,Small,Box
54339,5/2/12,Low,41,2209.5155,6.0,Regular Air,458.62,65.99,5.31,Alan Hwang,FL,Corporate,Technology,Telephones and Communication,3390,Small Box,56.99999999999999,5/7/12,2705.5899999999997,Small,Box
54401,12/4/11,High,34,670.02,7.000000000000001,Regular Air,278.58,20.98,1.49,Dave Hallsten,FL,Home Office,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,35.0,12/6/11,713.32,Small,Box
54563,10/4/10,Critical,24,523.56,1.0,Regular Air,43.87,20.24,8.99,Fred Hopkins,FL,Home Office,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,46.0,10/6/10,485.76,Small,Pack
54694,9/19/09,Critical,43,112.63,8.0,Regular Air,-201.6,2.66,6.35,Jonathan Howell,FL,Consumer,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Small Box,36.0,9/19/09,114.38000000000001,Small,Box
54755,12/7/09,Critical,44,3421.88,0.0,Regular Air,443.52,73.98,4.0,Matt Collister,FL,Home Office,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,77.0,12/10/09,3255.1200000000003,Small,Box
54914,8/28/11,Critical,32,197.93,6.0,Regular Air,-57.64,5.98,5.46,Duane Huffman,FL,Small Business,Office Supplies,Paper,Xerox 1983,Small Box,36.0,8/29/11,191.36,Small,Box
54914,8/28/11,Critical,7,90.58,6.0,Regular Air,-27.83,12.44,6.27,Duane Huffman,FL,Small Business,Office Supplies,Storage & Organization,Eldon SimplefileÂ Box OfficeÂ,Medium Box,56.99999999999999,8/30/11,87.08,Medium,Box
55073,3/20/12,Low,40,2376.7105,1.0,Regular Air,721.81,65.99,3.99,Kelly Lampkin,FL,Corporate,Technology,Telephones and Communication,TIMEPORT P8767,Small Box,56.99999999999999,3/20/12,2639.6,Small,Box
55270,1/22/10,Medium,1,35.14,2.0,Regular Air,-12.75,29.17,6.27,Edward Nazzal,FL,Home Office,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,37.0,1/23/10,29.17,Small,Box
55716,10/22/12,High,9,14665.55,7.000000000000001,Regular Air,-767.51,1637.53,24.49,Philip Brown,FL,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box,81.0,10/23/12,14737.77,Medium,Box
55776,3/22/09,Not Specified,32,4856.1,1.0,Delivery Truck,1096.64,145.45,17.85,Dean Braden,FL,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,56.00000000000001,3/23/09,4654.4,Jumbo,Drum
55874,2/16/09,Medium,28,208.83,0.0,Regular Air,-60.15,7.1,6.05,Erica Smith,FL,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,39.0,2/17/09,198.79999999999998,Small,Box
